Id,Category,Subcategory,Furnishing,Neighborhood quality,Garage,Tenure,Unit Feature 1,Unit Feature 2,Unit Feature 3,Features,Area (sq. ft),Gym,Swimming pool,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,Latitude,Longitude,Remarks
1574,House,Penthouse,Fully Furnished,1,FALSE,Freehold,Intercom,Water heater,Park/Greenery View,,3949,TRUE,FALSE,2,2,1,2019,Urban,Excellent,Yes,957107,2.9422,100.812,
1575,House,Condominium,Fully Furnished,9,TRUE,Leasehold,Jacuzzi,Oven/Micowave,Intercom,,1546,TRUE,FALSE,1,4,3,2020,Rural,Excellent,No,57425,2.8212,101.971,
1576,House,Semi-Detached House,Fully Furnished,9,FALSE,Leasehold,Living Room Furniture,Jacuzzi,Living Room Furniture,,2343,FALSE,TRUE,3,3,3,2021,Rural,Good,Yes,325001,2.5378,100.891,
1577,House,Penthouse,Unfurnished,9,TRUE,Leasehold,Intercom,Dryer,Air-conditioning,,3677,TRUE,FALSE,2,4,3,2010,Suburban,Fair,No,233843,3.3328,101.732,
1578,House,Villa,Partial Furnished,9,FALSE,Freehold,Intercom,Balcony,Balcony,,4322,TRUE,FALSE,4,2,3,2013,Suburban,Good,Yes,405143,3.1594,100.996,
1579,House,Apartment,Partial Furnished,4,FALSE,Leasehold,Oven/Micowave,Jacuzzi,Dryer,,1194,TRUE,FALSE,2,3,3,2023,Downtown,Good,No,465660,3.5617,100.78,
1580,House,Penthouse,Partial Furnished,7,FALSE,Freehold,Dining Room Furniture,Dishwasher,Intercom,,4060,FALSE,TRUE,2,1,3,2013,Urban,Poor,No,833849,2.6624,101.876,
1581,House,Semi-Detached House,Partial Furnished,9,FALSE,Leasehold,Balcony,Living Room Furniture,Air-conditioning,,1073,FALSE,TRUE,3,3,2,2021,Suburban,Poor,Yes,615745,2.8776,101.254,
1582,House,Condominium,Fully Furnished,10,TRUE,Leasehold,Bathtub,Living Room Furniture,Air-conditioning,,2335,FALSE,TRUE,3,2,2,2015,Downtown,Excellent,No,545496,3.1874,100.804,
1583,House,Duplex,Partial Furnished,3,TRUE,Leasehold,Living Room Furniture,City View,Dryer,,1510,FALSE,TRUE,5,1,2,2012,Suburban,Fair,No,785101,2.9406,101.601,
1584,House,Semi-Detached House,Fully Furnished,6,FALSE,Freehold,Dryer,Park/Greenery View,Oven/Micowave,,2067,TRUE,FALSE,4,3,2,2018,Rural,Poor,No,443920,3.1267,100.982,
1585,House,Condominium,Fully Furnished,7,FALSE,Leasehold,Dryer,Balcony,Balcony,,1737,FALSE,TRUE,3,1,1,2014,Downtown,Excellent,No,579740,3.4495,101.703,
1586,House,Detached House,Unfurnished,2,TRUE,Leasehold,Dryer,Oven/Micowave,Park/Greenery View,,3251,FALSE,TRUE,1,1,2,2013,Downtown,Fair,Yes,161153,3.2272,101.786,
1587,House,Bungalow,Unfurnished,10,TRUE,Leasehold,Dishwasher,Air-conditioning,Air-conditioning,,2327,FALSE,TRUE,4,2,3,2021,Suburban,Excellent,Yes,875294,2.8506,101.454,
1588,House,Terraced House/Townhouse,Partial Furnished,6,TRUE,Leasehold,Living Room Furniture,Jacuzzi,Dryer,,1424,FALSE,TRUE,4,1,2,2021,Urban,Poor,Yes,242543,3.2719,101.585,
1589,House,Detached House,Fully Furnished,5,FALSE,Leasehold,Air-conditioning,City View,Dryer,,3149,FALSE,TRUE,3,4,2,2021,Rural,Excellent,No,529274,3.1243,101.717,
1590,House,Condominium,Unfurnished,10,FALSE,Freehold,City View,Dryer,Balcony,,2057,TRUE,FALSE,4,2,3,2012,Urban,Fair,Yes,330444,3.0367,101.334,
1591,House,Apartment,Fully Furnished,2,FALSE,Freehold,Jacuzzi,Living Room Furniture,Bathtub,,1031,TRUE,FALSE,3,4,2,2024,Downtown,Fair,No,977070,2.6811,101.498,
1592,House,Bungalow,Partial Furnished,5,TRUE,Leasehold,Air-conditioning,City View,Water heater,,2745,TRUE,FALSE,2,1,2,2015,Urban,Excellent,No,450717,2.9815,100.974,
1593,House,Detached House,Fully Furnished,8,TRUE,Leasehold,Water heater,Dishwasher,Park/Greenery View,,2268,FALSE,TRUE,5,4,2,2016,Downtown,Fair,No,51845,2.9141,101.188,
1594,House,Bungalow,Fully Furnished,3,FALSE,Freehold,Water heater,Dryer,Living Room Furniture,,2802,TRUE,FALSE,2,3,1,2020,Urban,Excellent,Yes,169342,3.1621,101.92,
1595,House,Condominium,Unfurnished,7,TRUE,Leasehold,Dining Room Furniture,Bathtub,Oven/Micowave,,2026,TRUE,FALSE,3,1,2,2011,Suburban,Fair,Yes,875613,2.8746,101.156,
1596,House,Detached House,Fully Furnished,6,FALSE,Leasehold,Air-conditioning,Living Room Furniture,Water heater,,3444,FALSE,TRUE,3,3,3,2021,Urban,Excellent,Yes,500479,3.1066,100.854,
1597,House,Duplex,Unfurnished,10,TRUE,Leasehold,Bathtub,Bathtub,Dishwasher,,1278,FALSE,TRUE,2,4,3,2022,Downtown,Excellent,Yes,811654,2.9042,100.756,
1598,House,Detached House,Fully Furnished,10,TRUE,Leasehold,City View,Dishwasher,Dining Room Furniture,,3144,TRUE,FALSE,1,3,2,2010,Rural,Excellent,No,813292,2.6198,100.717,
1599,House,Terraced House/Townhouse,Partial Furnished,1,TRUE,Freehold,Jacuzzi,Intercom,Dining Room Furniture,,1240,TRUE,FALSE,1,1,2,2016,Rural,Good,Yes,768398,2.8678,100.863,
1600,House,Studio,Fully Furnished,2,FALSE,Freehold,Park/Greenery View,Dining Room Furniture,Dishwasher,,460,TRUE,FALSE,1,3,2,2015,Rural,Fair,Yes,298850,3.5791,101.914,
1601,House,Penthouse,Partial Furnished,2,TRUE,Freehold,Air-conditioning,Jacuzzi,Dryer,,1885,TRUE,FALSE,3,4,3,2014,Downtown,Poor,Yes,788650,2.5588,101.328,
1602,House,Studio,Partial Furnished,4,TRUE,Freehold,Dryer,Dining Room Furniture,Water heater,,496,FALSE,TRUE,4,4,3,2022,Urban,Excellent,Yes,297688,2.8222,101.616,
1603,House,Penthouse,Unfurnished,9,FALSE,Freehold,Living Room Furniture,Jacuzzi,Balcony,,3716,TRUE,FALSE,3,4,1,2016,Rural,Good,No,608692,2.6095,101.774,
1604,House,Terraced House/Townhouse,Unfurnished,6,FALSE,Leasehold,Jacuzzi,Dishwasher,Bathtub,,1776,FALSE,TRUE,4,1,1,2011,Rural,Poor,Yes,596852,3.2917,101.43,
1605,House,Loft,Unfurnished,7,TRUE,Freehold,Dryer,Bathtub,Intercom,,961,FALSE,TRUE,2,4,1,2014,Rural,Excellent,Yes,672186,2.6157,101.504,
1606,House,Penthouse,Fully Furnished,5,TRUE,Leasehold,Balcony,Park/Greenery View,Balcony,,3113,FALSE,TRUE,5,1,3,2018,Suburban,Poor,Yes,330371,3.4717,101.845,
1607,House,Terraced House/Townhouse,Unfurnished,1,FALSE,Freehold,Bathtub,Air-conditioning,Dryer,,1590,TRUE,FALSE,4,3,1,2012,Downtown,Good,No,570919,2.6904,101.631,
1608,House,Terraced House/Townhouse,Unfurnished,1,TRUE,Freehold,Living Room Furniture,Oven/Micowave,Oven/Micowave,,1179,TRUE,FALSE,1,4,2,2010,Downtown,Poor,Yes,145259,2.5476,101.571,
1609,House,Villa,Fully Furnished,8,TRUE,Leasehold,Balcony,City View,City View,,5878,TRUE,FALSE,3,3,2,2019,Downtown,Excellent,Yes,174451,3.4484,101.68,
1610,House,Apartment,Partial Furnished,1,TRUE,Freehold,Dining Room Furniture,Dining Room Furniture,Bathtub,,1077,TRUE,FALSE,2,2,3,2017,Downtown,Poor,Yes,490691,2.823,101.355,
1611,House,Duplex,Partial Furnished,10,FALSE,Freehold,Park/Greenery View,Bathtub,Balcony,,2012,TRUE,FALSE,1,3,1,2011,Downtown,Poor,No,67215,3.2153,101.058,
1612,House,Loft,Unfurnished,5,TRUE,Leasehold,Oven/Micowave,Dining Room Furniture,Dining Room Furniture,,1145,FALSE,TRUE,2,2,2,2022,Suburban,Excellent,No,180577,3.6221,101.454,
1613,House,Terraced House/Townhouse,Partial Furnished,5,TRUE,Freehold,Dryer,Intercom,Dishwasher,,1630,FALSE,TRUE,5,3,3,2021,Urban,Good,Yes,832680,2.9722,101.118,
1614,House,Apartment,Partial Furnished,8,FALSE,Freehold,Water heater,Dishwasher,Jacuzzi,,693,TRUE,FALSE,3,1,1,2016,Suburban,Good,Yes,121074,3.6505,101.408,
1615,House,Loft,Unfurnished,5,FALSE,Freehold,Intercom,Balcony,Oven/Micowave,,1707,TRUE,FALSE,3,3,2,2013,Rural,Poor,No,989203,3.4296,100.939,
1616,House,Studio,Unfurnished,5,TRUE,Leasehold,Living Room Furniture,City View,Park/Greenery View,,322,FALSE,TRUE,5,1,1,2018,Suburban,Fair,No,682909,3.5397,100.841,
1617,House,Condominium,Partial Furnished,1,FALSE,Leasehold,Living Room Furniture,Oven/Micowave,Bathtub,,1762,TRUE,FALSE,3,1,3,2012,Downtown,Poor,No,979958,3.459,101.552,
1618,House,Villa,Fully Furnished,10,FALSE,Freehold,Living Room Furniture,Bathtub,Intercom,,3906,TRUE,FALSE,4,4,1,2018,Suburban,Fair,No,753577,3.6993,101.318,
1619,House,Detached House,Fully Furnished,2,TRUE,Leasehold,Balcony,Intercom,Dining Room Furniture,,2957,FALSE,TRUE,2,1,3,2018,Downtown,Poor,No,156759,3.439,101.236,
1620,House,Loft,Partial Furnished,8,FALSE,Leasehold,Intercom,Dishwasher,Park/Greenery View,,1421,FALSE,TRUE,1,2,1,2013,Suburban,Good,Yes,178471,2.9686,101.078,
1621,House,Condominium,Unfurnished,6,TRUE,Freehold,Dryer,Air-conditioning,Oven/Micowave,,2425,FALSE,TRUE,5,4,2,2018,Downtown,Poor,Yes,858143,3.1726,100.868,
1622,House,Duplex,Partial Furnished,9,FALSE,Freehold,Dining Room Furniture,Bathtub,Oven/Micowave,,1745,TRUE,FALSE,4,4,3,2020,Rural,Poor,Yes,458275,3.3183,101.029,
1623,House,Detached House,Fully Furnished,7,FALSE,Leasehold,Bathtub,Dining Room Furniture,Oven/Micowave,,1875,TRUE,FALSE,1,3,3,2018,Downtown,Fair,Yes,622686,2.532,100.913,
1624,House,Studio,Partial Furnished,8,TRUE,Freehold,Park/Greenery View,Dryer,Bathtub,,546,TRUE,FALSE,1,1,3,2019,Suburban,Good,No,837718,3.4298,101.57,
1625,House,Condominium,Partial Furnished,5,TRUE,Leasehold,Air-conditioning,Oven/Micowave,Bathtub,,1602,FALSE,TRUE,5,1,1,2014,Rural,Fair,No,215369,3.7859,100.902,
1626,House,Loft,Fully Furnished,8,TRUE,Freehold,Living Room Furniture,Park/Greenery View,Living Room Furniture,,1979,FALSE,TRUE,4,2,1,2024,Suburban,Poor,No,682592,2.6887,101.886,
1627,House,Villa,Fully Furnished,5,FALSE,Freehold,City View,Dining Room Furniture,Oven/Micowave,,4416,TRUE,FALSE,1,3,2,2022,Rural,Excellent,No,154959,2.8399,101.887,
1628,House,Semi-Detached House,Unfurnished,6,FALSE,Leasehold,Intercom,Water heater,Living Room Furniture,,1906,FALSE,TRUE,1,3,3,2016,Urban,Poor,No,289317,3.128,100.967,
1629,House,Loft,Unfurnished,6,FALSE,Leasehold,Water heater,Living Room Furniture,Living Room Furniture,,1689,FALSE,TRUE,4,4,3,2015,Urban,Poor,Yes,731845,2.993,101.502,
1630,House,Apartment,Partial Furnished,2,FALSE,Leasehold,Bathtub,Balcony,Balcony,,1056,TRUE,FALSE,3,4,1,2019,Urban,Fair,Yes,372111,2.9878,101.609,
1631,House,Apartment,Partial Furnished,9,FALSE,Leasehold,Dishwasher,Jacuzzi,Balcony,,919,FALSE,TRUE,1,4,1,2019,Suburban,Excellent,Yes,934235,3.1455,101.663,
1632,House,Villa,Fully Furnished,8,TRUE,Freehold,Oven/Micowave,Air-conditioning,Intercom,,4670,TRUE,FALSE,2,2,2,2013,Suburban,Excellent,Yes,179745,2.9227,101.328,
1633,House,Studio,Fully Furnished,2,FALSE,Leasehold,Balcony,Oven/Micowave,Balcony,,588,TRUE,FALSE,4,2,2,2021,Rural,Fair,Yes,104583,3.6139,101.958,
1634,House,Condominium,Fully Furnished,3,TRUE,Leasehold,Bathtub,Bathtub,Jacuzzi,,1831,FALSE,TRUE,1,4,1,2017,Rural,Good,No,698365,3.4563,101.921,
1635,House,Condominium,Fully Furnished,2,FALSE,Leasehold,Jacuzzi,Jacuzzi,Intercom,,2135,FALSE,TRUE,5,3,3,2021,Rural,Excellent,No,494846,2.841,101.198,
1636,House,Loft,Unfurnished,5,TRUE,Freehold,Water heater,City View,Intercom,,1445,FALSE,TRUE,2,2,2,2022,Rural,Excellent,No,161359,3.0087,100.818,
1637,House,Terraced House/Townhouse,Unfurnished,3,TRUE,Freehold,Air-conditioning,Air-conditioning,Jacuzzi,,1975,FALSE,TRUE,1,3,1,2013,Downtown,Fair,No,601374,2.7191,101.756,
1638,House,Bungalow,Fully Furnished,6,FALSE,Freehold,Balcony,Dryer,Water heater,,2938,TRUE,FALSE,2,3,1,2012,Urban,Good,No,721844,3.0226,101.598,
1639,House,Condominium,Unfurnished,7,TRUE,Freehold,Dishwasher,Intercom,City View,,2399,FALSE,TRUE,2,1,3,2020,Downtown,Good,Yes,773983,3.2051,101.968,
1640,House,Semi-Detached House,Partial Furnished,1,TRUE,Freehold,Dryer,Intercom,Bathtub,,1283,TRUE,FALSE,3,4,1,2014,Downtown,Poor,Yes,678420,3.4084,101.726,
1641,House,Studio,Unfurnished,10,TRUE,Freehold,Park/Greenery View,Air-conditioning,Balcony,,434,FALSE,TRUE,2,1,1,2015,Downtown,Poor,Yes,565329,2.6342,101.077,
1642,House,Apartment,Unfurnished,7,TRUE,Freehold,Park/Greenery View,Intercom,Jacuzzi,,1036,TRUE,FALSE,3,4,2,2019,Downtown,Fair,No,109263,3.1707,100.716,
1643,House,Studio,Partial Furnished,5,FALSE,Freehold,Living Room Furniture,Water heater,Dining Room Furniture,,531,TRUE,FALSE,4,4,1,2016,Urban,Good,No,724035,3.0789,101.823,
1644,House,Loft,Fully Furnished,3,TRUE,Freehold,Bathtub,Dishwasher,Air-conditioning,,1588,TRUE,FALSE,3,3,1,2014,Downtown,Fair,No,956587,3.0742,101.641,
1645,House,Apartment,Unfurnished,5,TRUE,Freehold,Intercom,Dining Room Furniture,City View,,1114,FALSE,TRUE,5,4,2,2018,Rural,Poor,No,110664,3.2965,101.189,
1646,House,Terraced House/Townhouse,Partial Furnished,1,FALSE,Freehold,Air-conditioning,Dining Room Furniture,Oven/Micowave,,1412,TRUE,FALSE,1,3,3,2016,Suburban,Fair,Yes,467896,2.7876,100.796,
1647,House,Semi-Detached House,Unfurnished,9,FALSE,Leasehold,Jacuzzi,Intercom,Balcony,,1617,FALSE,TRUE,4,3,3,2010,Rural,Fair,No,984581,3.3891,101.213,
1648,House,Terraced House/Townhouse,Unfurnished,4,FALSE,Leasehold,City View,Dishwasher,Dishwasher,,1210,FALSE,TRUE,4,4,2,2016,Suburban,Excellent,Yes,956906,3.1632,100.727,
1649,House,Villa,Partial Furnished,4,TRUE,Leasehold,Dryer,Dishwasher,Balcony,,3000,FALSE,TRUE,5,3,2,2016,Rural,Excellent,No,389112,3.4373,101.336,
1650,House,Detached House,Unfurnished,1,TRUE,Leasehold,Jacuzzi,Oven/Micowave,Jacuzzi,,3902,TRUE,FALSE,3,3,3,2023,Rural,Excellent,Yes,970995,3.003,101.315,
1651,House,Duplex,Partial Furnished,6,TRUE,Leasehold,Dishwasher,Dryer,Balcony,,2028,TRUE,FALSE,1,3,3,2021,Suburban,Poor,No,751486,3.2065,101.931,
1652,House,Apartment,Fully Furnished,1,TRUE,Leasehold,Park/Greenery View,Park/Greenery View,Living Room Furniture,,1128,FALSE,TRUE,3,2,3,2012,Urban,Fair,No,817018,3.4361,101.115,
1653,House,Semi-Detached House,Fully Furnished,6,FALSE,Leasehold,Dining Room Furniture,Living Room Furniture,Air-conditioning,,1596,FALSE,TRUE,2,3,3,2019,Downtown,Excellent,Yes,446608,2.6525,100.955,
1654,House,Loft,Unfurnished,4,FALSE,Leasehold,Intercom,Jacuzzi,Jacuzzi,,1031,FALSE,TRUE,3,2,3,2013,Rural,Excellent,Yes,505473,2.752,101.057,
1655,House,Detached House,Unfurnished,2,FALSE,Leasehold,Living Room Furniture,Dishwasher,City View,,3629,FALSE,TRUE,4,2,2,2020,Urban,Excellent,No,117804,3.2714,101.397,
1656,House,Condominium,Unfurnished,6,FALSE,Freehold,Air-conditioning,Living Room Furniture,Intercom,,1865,TRUE,FALSE,1,3,1,2022,Downtown,Poor,Yes,874832,2.801,101.767,
1657,House,Semi-Detached House,Fully Furnished,9,FALSE,Freehold,Park/Greenery View,Oven/Micowave,Living Room Furniture,,1537,TRUE,FALSE,3,3,3,2019,Urban,Poor,No,479767,2.8647,101.003,
1658,House,Terraced House/Townhouse,Fully Furnished,1,FALSE,Leasehold,Oven/Micowave,Air-conditioning,Oven/Micowave,,1670,FALSE,TRUE,1,2,3,2012,Urban,Fair,No,864520,3.2701,100.754,
1659,House,Studio,Fully Furnished,3,FALSE,Freehold,Balcony,City View,Air-conditioning,,511,TRUE,FALSE,1,2,1,2010,Downtown,Fair,Yes,261087,2.8145,101.908,
1660,House,Duplex,Unfurnished,2,TRUE,Freehold,Jacuzzi,Intercom,Intercom,,1790,TRUE,FALSE,2,3,1,2019,Rural,Fair,No,992969,3.4528,100.822,
1661,House,Semi-Detached House,Partial Furnished,7,FALSE,Leasehold,Oven/Micowave,City View,Living Room Furniture,,1027,TRUE,FALSE,2,3,1,2017,Urban,Excellent,No,491371,3.798,101.382,
1662,House,Bungalow,Fully Furnished,6,FALSE,Freehold,Water heater,Dining Room Furniture,Bathtub,,2792,FALSE,TRUE,4,4,1,2016,Rural,Good,Yes,137893,2.7359,100.958,
1663,House,Apartment,Fully Furnished,1,FALSE,Leasehold,Dishwasher,Bathtub,Park/Greenery View,,1144,TRUE,FALSE,5,2,1,2022,Rural,Poor,No,842401,2.7729,101.933,
1664,House,Loft,Partial Furnished,2,TRUE,Leasehold,Oven/Micowave,Oven/Micowave,Dishwasher,,818,TRUE,FALSE,1,2,1,2016,Rural,Excellent,No,58981,3.7116,100.941,
1665,House,Condominium,Unfurnished,1,TRUE,Freehold,Water heater,Intercom,Living Room Furniture,,2008,FALSE,TRUE,5,4,2,2016,Downtown,Excellent,No,464248,2.5866,101.548,
1666,House,Duplex,Unfurnished,5,FALSE,Leasehold,Park/Greenery View,Jacuzzi,Bathtub,,1522,FALSE,TRUE,4,2,1,2021,Suburban,Fair,No,366235,2.6778,100.774,
1667,House,Terraced House/Townhouse,Unfurnished,8,FALSE,Leasehold,Jacuzzi,City View,City View,,1773,TRUE,FALSE,1,1,1,2013,Rural,Fair,Yes,157154,2.8709,101.154,
1668,House,Detached House,Fully Furnished,2,TRUE,Freehold,Dryer,Dishwasher,Intercom,,2544,FALSE,TRUE,1,2,2,2012,Suburban,Excellent,Yes,336552,3.3816,101.009,
1669,House,Condominium,Partial Furnished,3,TRUE,Leasehold,Park/Greenery View,Water heater,Dining Room Furniture,,1562,TRUE,FALSE,5,4,1,2022,Suburban,Poor,Yes,729601,2.8098,101.1,
1670,House,Detached House,Fully Furnished,6,FALSE,Freehold,Dryer,Park/Greenery View,Living Room Furniture,,1701,FALSE,TRUE,3,1,3,2010,Urban,Poor,No,884372,3.4512,100.863,
1671,House,Loft,Fully Furnished,3,FALSE,Leasehold,Water heater,Dishwasher,City View,,937,FALSE,TRUE,2,3,3,2023,Rural,Excellent,Yes,526154,3.0781,101.785,
1672,House,Apartment,Fully Furnished,7,FALSE,Freehold,Oven/Micowave,Water heater,Living Room Furniture,,777,FALSE,TRUE,3,4,1,2012,Rural,Good,Yes,756465,2.8656,102,
1673,House,Bungalow,Partial Furnished,7,FALSE,Freehold,Bathtub,Living Room Furniture,Dining Room Furniture,,2346,FALSE,TRUE,5,4,2,2011,Rural,Good,Yes,242122,2.8709,101.518,
1674,House,Duplex,Partial Furnished,1,FALSE,Freehold,City View,Dishwasher,Air-conditioning,,2020,TRUE,FALSE,2,3,3,2018,Suburban,Poor,No,53657,3.0452,101.589,
1675,House,Loft,Fully Furnished,6,FALSE,Leasehold,Balcony,Jacuzzi,City View,,854,FALSE,TRUE,3,4,2,2024,Downtown,Fair,Yes,857662,2.928,101.142,
1676,House,Condominium,Fully Furnished,5,FALSE,Leasehold,Dishwasher,Dryer,Bathtub,,1702,TRUE,FALSE,2,2,3,2023,Suburban,Good,Yes,986184,3.366,100.732,
1677,House,Loft,Unfurnished,1,TRUE,Leasehold,City View,Oven/Micowave,Air-conditioning,,936,FALSE,TRUE,1,3,1,2011,Rural,Good,No,263766,3.4646,101.937,
1678,House,Condominium,Unfurnished,1,TRUE,Freehold,Balcony,Oven/Micowave,Park/Greenery View,,1817,FALSE,TRUE,3,4,2,2019,Rural,Fair,No,659019,3.1038,101.072,
1679,House,Studio,Fully Furnished,6,TRUE,Freehold,Air-conditioning,Oven/Micowave,Dryer,,469,FALSE,TRUE,2,3,2,2010,Rural,Good,No,223412,2.6416,101.82,
1680,House,Detached House,Fully Furnished,2,FALSE,Leasehold,Jacuzzi,City View,Water heater,,1882,TRUE,FALSE,2,3,2,2011,Suburban,Excellent,No,741310,3.2457,101.501,
1681,House,Bungalow,Fully Furnished,4,TRUE,Leasehold,Bathtub,Water heater,Dryer,,3059,FALSE,TRUE,2,3,3,2018,Rural,Good,No,713227,3.4861,100.8,
1682,House,Semi-Detached House,Partial Furnished,4,FALSE,Leasehold,Dining Room Furniture,Living Room Furniture,Dining Room Furniture,,1560,FALSE,TRUE,3,1,3,2010,Urban,Fair,No,783902,2.5485,101.816,
1683,House,Condominium,Partial Furnished,6,FALSE,Freehold,Balcony,Dishwasher,Water heater,,2422,FALSE,TRUE,4,4,3,2023,Rural,Excellent,Yes,54329,2.9294,100.861,
1684,House,Duplex,Unfurnished,3,FALSE,Freehold,Dryer,Dishwasher,City View,,1232,TRUE,FALSE,3,1,1,2015,Downtown,Good,Yes,348009,2.8432,100.735,
1685,House,Detached House,Unfurnished,2,FALSE,Freehold,Dishwasher,Oven/Micowave,Dishwasher,,1733,FALSE,TRUE,5,4,3,2024,Urban,Poor,No,772300,3.4398,101.436,
1686,House,Terraced House/Townhouse,Fully Furnished,6,TRUE,Leasehold,Intercom,Oven/Micowave,Bathtub,,1767,TRUE,FALSE,3,2,1,2020,Rural,Excellent,No,569897,3.0096,101.867,
1687,House,Duplex,Fully Furnished,9,FALSE,Leasehold,Living Room Furniture,Bathtub,Dryer,,1944,TRUE,FALSE,2,2,2,2018,Urban,Excellent,Yes,87869,2.9491,100.844,
1688,House,Duplex,Fully Furnished,10,FALSE,Freehold,Dryer,Park/Greenery View,Bathtub,,1764,FALSE,TRUE,1,2,2,2023,Rural,Poor,No,247977,2.7313,101.626,
1689,House,Terraced House/Townhouse,Partial Furnished,6,TRUE,Freehold,Bathtub,Dining Room Furniture,Park/Greenery View,,1192,TRUE,FALSE,3,4,1,2012,Downtown,Poor,No,956617,3.0474,101.709,
1690,House,Loft,Unfurnished,9,TRUE,Freehold,Balcony,City View,Balcony,,1920,FALSE,TRUE,3,3,3,2011,Rural,Good,Yes,548185,3.2697,100.898,
1691,House,Detached House,Partial Furnished,9,TRUE,Leasehold,Jacuzzi,Balcony,Bathtub,,3777,FALSE,TRUE,2,3,1,2019,Urban,Good,No,133984,3.0733,101.705,
1692,House,Terraced House/Townhouse,Fully Furnished,2,TRUE,Leasehold,Oven/Micowave,Intercom,Dining Room Furniture,,1249,FALSE,TRUE,1,1,2,2016,Downtown,Fair,No,961604,2.8763,100.976,
1693,House,Loft,Partial Furnished,7,TRUE,Freehold,Dishwasher,Air-conditioning,Bathtub,,1150,TRUE,FALSE,1,1,2,2019,Suburban,Fair,Yes,151069,3.2553,100.714,
1694,House,Villa,Fully Furnished,1,TRUE,Leasehold,Intercom,Dining Room Furniture,Balcony,,3385,FALSE,TRUE,5,2,1,2010,Downtown,Excellent,Yes,298577,2.7703,100.934,
1695,House,Terraced House/Townhouse,Partial Furnished,5,TRUE,Freehold,Bathtub,Living Room Furniture,Intercom,,1179,TRUE,FALSE,3,1,3,2023,Downtown,Poor,Yes,926143,2.9694,101.888,
1696,House,Semi-Detached House,Partial Furnished,9,FALSE,Freehold,Oven/Micowave,Living Room Furniture,Jacuzzi,,1408,FALSE,TRUE,1,4,3,2022,Downtown,Poor,Yes,378396,3.4473,100.736,
1697,House,Loft,Unfurnished,3,TRUE,Leasehold,City View,Living Room Furniture,Dryer,,1039,TRUE,FALSE,1,4,1,2020,Urban,Fair,Yes,391530,3.2799,100.846,
1698,House,Condominium,Unfurnished,5,TRUE,Leasehold,City View,Air-conditioning,Intercom,,1624,FALSE,TRUE,4,1,1,2021,Downtown,Excellent,No,168728,3.3698,101.867,
1699,House,Loft,Fully Furnished,9,TRUE,Freehold,City View,Balcony,Air-conditioning,,1513,TRUE,FALSE,4,1,3,2011,Rural,Excellent,No,573846,3.4538,101.817,
1700,House,Condominium,Fully Furnished,10,FALSE,Freehold,Living Room Furniture,Balcony,Bathtub,,1984,FALSE,TRUE,1,1,2,2022,Downtown,Fair,No,969215,3.1651,101.525,
1701,House,Duplex,Fully Furnished,8,FALSE,Freehold,Balcony,Bathtub,Bathtub,,1745,FALSE,TRUE,5,1,1,2013,Downtown,Fair,No,75801,3.4894,101.915,
1702,House,Loft,Fully Furnished,4,TRUE,Leasehold,Balcony,Air-conditioning,Dryer,,945,FALSE,TRUE,1,2,3,2016,Rural,Fair,No,792647,3.6315,100.706,
1703,House,Detached House,Fully Furnished,7,FALSE,Freehold,Living Room Furniture,Balcony,Park/Greenery View,,1629,TRUE,FALSE,2,2,3,2013,Rural,Good,Yes,809925,2.5103,100.999,
1704,House,Terraced House/Townhouse,Fully Furnished,5,TRUE,Freehold,Dining Room Furniture,Oven/Micowave,Dining Room Furniture,,1534,FALSE,TRUE,3,1,2,2024,Suburban,Excellent,No,664997,3.6578,100.701,
1705,House,Detached House,Partial Furnished,4,TRUE,Leasehold,Dining Room Furniture,Bathtub,Living Room Furniture,,3614,FALSE,TRUE,5,4,2,2022,Downtown,Excellent,No,365414,3.7793,101.118,
1706,House,Studio,Fully Furnished,5,TRUE,Freehold,Jacuzzi,Jacuzzi,Jacuzzi,,474,FALSE,TRUE,2,2,2,2014,Urban,Excellent,No,514838,2.9426,101.289,
1707,House,Studio,Fully Furnished,3,TRUE,Freehold,Jacuzzi,Oven/Micowave,Dining Room Furniture,,415,FALSE,TRUE,5,4,2,2017,Downtown,Fair,No,891967,2.5388,101.021,
1708,House,Terraced House/Townhouse,Partial Furnished,4,TRUE,Freehold,Intercom,City View,Park/Greenery View,,1956,FALSE,TRUE,2,3,2,2018,Downtown,Fair,No,305560,2.5559,100.751,
1709,House,Terraced House/Townhouse,Unfurnished,2,FALSE,Leasehold,Oven/Micowave,Balcony,City View,,1695,FALSE,TRUE,3,4,1,2023,Rural,Fair,Yes,818026,3.1604,101.042,
1710,House,Loft,Partial Furnished,5,TRUE,Freehold,Air-conditioning,Jacuzzi,Oven/Micowave,,1937,TRUE,FALSE,3,1,3,2016,Suburban,Fair,No,782119,2.8585,100.85,
1711,House,Condominium,Partial Furnished,6,FALSE,Freehold,Water heater,Air-conditioning,Dryer,,2172,TRUE,FALSE,4,3,1,2013,Downtown,Poor,No,66220,2.763,101.827,
1712,House,Condominium,Fully Furnished,3,TRUE,Leasehold,Air-conditioning,Park/Greenery View,City View,,2393,FALSE,TRUE,2,2,1,2022,Urban,Fair,No,325536,2.8655,101.676,
